address,name,r_n_address,rate,rate_num,고기,한식,중식,양식,일식,카페,가족식사,친구랑,술자리,밥약,데이트,디저트,혼밥,분위기 있는,가성비,깨끗한,소개팅,뒷풀이,Column2,Column3,Column4,예약가능여부,tags,참고사항
서울 서대문구 신촌로 79 (우)03789,KFC 신촌역점,창천동 72-2,2.4,19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,"'#카카오페이', '#제로페이'",
서울 서대문구 신촌역로 17 (우)03780,스시가마시,대현동 110-20,3.6,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#점심식사', '#점심특선', '#혼밥', '#제로페이'",
서울 서대문구 이화여대2길 14 1층 (우)03767,하늘초밥,대현동 45-17,0,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,"'#스시', '#신촌', '#이대맛집', '#초밥', '#포장', '#제로페이'",
서울 서대문구 명물길 66 1층 (우)03777,문베어,창천동 5-21,4.5,23,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,0,'#스터디카페',
서울 서대문구 연세로 22 2~4층 (우)03776,커피스미스 신촌연대점,창천동 9-21,2.3,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,,,0,"'#카카오페이', '#제로페이'",
서울 서대문구 연세로5나길 6 (우)03789,최완식참치,창천동 57-9,2.3,3,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,,,,0,"'#데이트코스', '#참치무한리필', '#친목모임', '#회식장소'",
서울 서대문구 이화여대1길 34 1층 (우)03766,헬로케이크,대현동 90-50,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#레터링케이크', '#베이커리카페', '#케이크주문제작', '#제로페이'",삭제!!
서울 서대문구 연세로5가길 13 1층 (우)03789,황소야 신촌점,창천동 57-64,3.4,21,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,0,"'#데이트코스', '#친목모임', '#회식장소'",
"서울 서대문구 이화여대길 16 2~3층 (우)03767""",세아마라탕,대현동 54-18,3,23,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,,,,0,"'#안심식당', '#혼밥', '#제로페이'",
서울 서대문구 연세로7안길 41 1층 (우)03787,네이버후드,창천동 53-24,3.9,27,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,,,,0,"'#데이트코스', '#세계맥주', '#수제맥주', '#피맥', '#제로페이'",
서울 서대문구 신촌로 73 케이스퀘어 1층 101호 (우)03789,노브랜드버거 신촌점,창천동 72-14,3.3,22,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,0,'#혼밥',
서울 서대문구 연세로7안길 28-3 1층 (우)03788,홍초불닭 신촌본점,창천동 52-146,4,19,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,,,,0,'#제로페이',
서울 서대문구 연세로 21 4층 (우)03789,아마이,창천동 31-39,4.4,8,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,,,,0,"'#룸술집', '#분위기좋은', '#제로페이'",
서울 서대문구 연세로7안길 10-3 2층 (우)03788,고래파스타,창천동 52-43,4.2,42,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,0,"'#데이트코스', '#분위기좋은', '#빈티지분위기', '#소개팅', '#제로페이'",
서울 서대문구 신촌로 73 1층 (우)03789,스타벅스 신촌역점,창천동 72-12,3.4,15,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,,,,0,'#카카오페이',
서울 서대문구 연세로 50 지하1층 (우)03722,스타벅스 연세백양로점,신촌동 134,4.3,14,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,,,,0,'#카카오페이',
서울 서대문구 연세로4길 1 지하 1층 (우)03777,신룽푸마라탕 신촌점,창천동 18-10,2.4,34,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,,,,0,'#혼밥',
서울 서대문구 연세로 25 (우)03788,버거킹 연세로점,창천동 33-38,2,25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,,0,'#혼밥',
서울 서대문구 연세로 24 2층 (우)03776,내가찜한닭 신촌점,창천동 31-36,2.7,9,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,,,,0,'#안심식당',
서울 서대문구 명물길 27-18 1층 (우)03776,비아메렝게,창천동 45-9,3.8,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,0,"'#멕시코요리', '#제로페이'",
서울 서대문구 이화여대길 24 지하 1층 (우)03767,맛있는식사,대현동 54-11,1.1,251,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,,,,0,"'#안심식당', '#제로페이'",
서울 서대문구 연세로11길 21 (우)03788,폼프리츠 서울신촌점,창천동 52-40,4.3,35,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,,,,0,'#스몰비어',
서울 서대문구 신촌로 87-8 금은동빌딩 1층 (우)03789,버거리 신촌점,창천동 30-10,4,23,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,,,,0,"'#혼밥', '#제로페이'",
서울 서대문구 신촌로 15 1층 (우)03785,롯데리아 창천점,창천동 506-17,2.7,18,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,,,,0,"'#혼밥', '#카카오페이', '#제로페이'",
서울 서대문구 연세로7안길 30 (우)03788,홍미닭발 신촌점,창천동 52-93,4,22,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,,,,0,'#제로페이',
서울 서대문구 연세로5다길 8 (우)03789,원조감자탕,창천동 62-63,3.4,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,,,,0,"'#24시간식당', '#점심식사', '#해장하기좋은', '#혼밥', '#제로페이'",
서울 서대문구 연세로11길 25 (우)03788,연경,창천동 52-157,2.6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'etc',"삭제!! 망함,,,"
서울 서대문구 연세로5가길 8-3 1층 (우)03789,맨도롱식당,창천동 57-3,3,32,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,,,,0,"'#전통음식', '#친목모임', '#혼밥', '#제로페이'",
서울 서대문구 명물길 62 오시리스타워 지하2층 (우)03777,더클루 신촌프리미엄점,창천동 5-24,2.7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#방탈출카페',삭제!!
서울 서대문구 연세로12길 23 2층 (우)03776,예티 신촌점,창천동 2-2,4.5,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,,,,0,"'#이국적인', '#제로페이'",
서울 서대문구 연세로7안길 7 2층 (우)03788,국제통닭 신촌점,창천동 52-47,4,7,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,,,,0,'#친목모임',
서울 서대문구 이화여대5길 15 2층 (우)03766,모미지식당,대현동 56-37,4.6,28,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,,,,0,"'#혼밥', '#제로페이'",
서울 서대문구 연세로 13 현대백화점 유플렉스 11층 (우)03789,리틀쿠바,창천동 30-1,3.6,13,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,,,,0,'#데이트코스',
서울 서대문구 연세로5다길 6 1층 (우)03789,고기랑,창천동 62-5,4.2,15,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,0,"'#점심식사', '#점심특선', '#친목모임', '#회식장소', '#카카오페이', '#제로페이'",
서울 서대문구 연세로 35 2~4층 (우)03788,스타벅스 연대점,창천동 33-9,2.8,13,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,,,,0,'#카카오페이',
서울 서대문구 명물길 6 5층 (우)03777,휴,창천동 18-5,2.7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#데이트코스', '#룸카페', '#보드게임카페', '#이색카페', '#제로페이'",삭제!!
서울 서대문구 연세로11길 25 1층 (우)03788,미도매운향솥,창천동 52-157,4.1,47,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,,,,0,"'#혼밥', '#제로페이'",
서울 서대문구 연세로12길 27 2층 (우)03776,라오샹하이,창천동 2-7,4.6,15,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,,,,0,'etc',
서울 서대문구 연세로4길 52 1층 (우)03777,키친31,창천동 5-86,4.6,15,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,,,,0,"'#점심식사', '#제로페이'",
서울 서대문구 이화여대길 52-45 2층~4층 (우)03765,카페페라 유니크점,대현동 33-8,3.4,27,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,,,,0,"'#디저트카페', '#앤틱한', '#핸드드립전문점', '#제로페이'",
서울 서대문구 명물길 21 (우)03776,교촌치킨 신촌점,창천동 41-14,2.2,32,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,0,'etc',
서울 서대문구 이화여대1안길 25 1층 (우)03766,붕메리카노,대현동 90-53,3.7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 연세로11길 13 1층 (우)03788,백암순대국,창천동 52-25,3.9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#혼밥', '#제로페이'",
서울 서대문구 이화여대길 42 (우)03764,육산,대현동 60-9,3.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#혼밥'",
서울 서대문구 연세로7길 28-8 (우)03788,우드스탁,창천동 52-69,4.7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#락카페',
서울 서대문구 연세로11길 29 (우)03788,자연담은화로 신촌점,창천동 52-152,3.9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#제로페이'",
서울 서대문구 연세로4길 26 1층 (우)03777,구복,창천동 13-49,3.2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 연세로11길 8 1~3층 (우)03788,오늘통닭 신촌직영점,창천동 52-7,2.9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#단체예약', '#데이트코스', '#앤틱한', '#친목모임', '#회식장소'",
서울 서대문구 명물길 36 (우)03777,맛있는순두부&김치찜 신촌점,창천동 5-56,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#혼밥', '#제로페이'",
서울 서대문구 신촌로 87-20 2층 (우)03789,이디야커피 신촌역점,창천동 30-20,2.5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#24시간카페', '#카카오페이', '#제로페이'",
서울 서대문구 연세로2길 93 (우)03778,강릉아구꽃게찜,대현동 104-25,4.8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 연세로7안길 2 1층 (우)03788,곱창이야기 신촌직영점,창천동 33-46,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#데이트코스',
서울 서대문구 이화여대3길 10 (우)03766,후쿠스시,대현동 56-27,3.8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#혼밥', '#제로페이'",
서울 서대문구 명물길 10 1층 (우)03777,청화원,창천동 18-1,3.1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#안심식당',
서울 서대문구 이화여대길 50-8 (우)03764,이화성,대현동 60-60,3.8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#혼밥', '#제로페이'",
서울 서대문구 연세로 35 2층 (우)03788,나이스샤워 신촌점,창천동 33-9,3.7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#혼밥', '#제로페이'",
서울 서대문구 연세로 34 1층 (우)03776,할리스 신촌점,창천동 31-12,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#카카오페이',
서울 서대문구 이화여대길 34 신흥빌딩 3층 (우)03767,북카페파오,대현동 54-4,4.6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#북카페', '#스터디카페', '#제로페이'",
서울 서대문구 이화여대7길 30 (우)03766,써브웨이 이대점,대현동 37-3,4.4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#카카오페이', '#제로페이'",
서울 서대문구 연세로5나길 8 (우)03789,오늘와인한잔,창천동 57-65,3.6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'etc',
서울 서대문구 명물길 2 (우)03777,나무카페,창천동 18-8,1.7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'etc',
서울 서대문구 연세로12길 18 (우)03776,대작,창천동 47-12,3.8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#데이트코스', '#점심특선', '#혼밥', '#제로페이'",
서울 서대문구 성산로 402-1 (우)03727,만냥하우스,창천동 97-58,4.8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'etc',
서울 서대문구 이화여대길 52 이화여자대학교 B415호 (우)03760,스타벅스 이대ECC점,대현동 11-1,3.7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#카카오페이',
서울 서대문구 연세로11길 12 2층 (우)03788,제임스시카고피자 신촌점,창천동 52-149,4.1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#피맥', '#제로페이'",
서울 서대문구 이화여대길 77 (우)03766,벨라프라하,대현동 37-35,4.7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#로스팅전문', '#앤틱한', '#이국적인', '#핸드드립전문점', '#제로페이'",
서울 서대문구 이화여대8길 2 (우)03767,누들김밥,대현동 54-1,4.4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#혼밥', '#제로페이'",
서울 서대문구 이화여대길 89 2층 (우)03766,두끼떡볶이 이대점,대현동 27-7,3.6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#혼밥', '#카카오페이', '#제로페이'",
서울 서대문구 이화여대1길 42-14 (우)03766,훈카츠,대현동 90-25,4.1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#경양식요리', '#혼밥', '#제로페이'",
서울 서대문구 신촌로 87-20 (우)03789,바지락수제비칼국수항아리분식,창천동 30-20,2.8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#노포', '#혼밥'",
서울 서대문구 신촌로 109 1~2층 (우)03779,탐앤탐스 신촌로터리점,창천동 29-95,1.9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#카카오페이',
서울 서대문구 연세로5가길 8-6 (우)03789,메가커피 신촌점,창천동 31-40,3.1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 연세로7길 30 지하1층 (우)03788,다모토리5,창천동 52-72,1.7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 연세로7안길 39 (우)03787,향꽃,창천동 53-21,3.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#민속주점', '#제로페이'",
서울 서대문구 이화여대길 52-39 (우)03765,돈천동 식당,대현동 34-19,3.9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#혼밥'",
서울 서대문구 연세로 37 지하 1층 (우)03788,라장훠궈,창천동 33-4,4.6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#제로페이'",
서울 서대문구 신촌로 99 엘리트빌딩 지하1층~지상1층 (우)03779,아티제 신촌역점,창천동 18-52,4.8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#데이트코스', '#베이커리카페', '#카카오페이'",
서울 서대문구 연세로7길 34-6 (우)03788,매거진스탠딩,창천동 52-77,3.8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#깔끔한', '#데이트코스', '#스탠딩바', '#혼술', '#회식장소', '#제로페이'",
서울 서대문구 성산로 515 B동 1~2층 (우)03721,커피빈 연대동문회관점,대신동 50-5,3.7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#친목모임', '#카카오페이'",
서울 서대문구 이화여대길 7 2층 (우)03766,투썸플레이스 이대역점,대현동 40-4,1.7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#스터디카페', '#카카오페이'",
서울 서대문구 연세로5나길 33 (우)03787,대성이네,창천동 62-26,2.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#데이트코스', '#제로페이'",
서울 서대문구 연세로5나길 24 (우)03789,깡통,창천동 57-17,2.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#해물포차',
서울 서대문구 성산로 531 (우)03721,아키,대신동 85-9,3.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#소개팅', '#점심식사', '#친목모임', '#제로페이'",
서울 서대문구 이화여대3길 12 (우)03766,반타이 쏘이54,대현동 56-33,4.5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 신촌로 139 1층 (우)03780,청년다방 신촌점,대현동 104-59,2.3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#카카오페이', '#제로페이'",
서울 서대문구 신촌로 1 쓰리알유시티빌딩 상가1층 (우)03785,투썸플레이스 동교동삼거리점,창천동 510-2,2.1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#카카오페이',
서울 서대문구 이화여대2가길 24 1층 (우)03767,포포나무,대현동 53-9,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#혼밥', '#제로페이'",
서울 서대문구 연세로 25-1 4층 (우)03788,영랜드,창천동 33-36,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#데이트코스', '#보드게임카페', '#제로페이'",
서울 서대문구 연세로5가길 8-6 2층 (우)03789,장미맨숀 신촌점,창천동 31-47,4.4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#가맥', '#레트로풍', '#제로페이'",
서울 서대문구 연세로5가길 17 1층 (우)03789,낙원스낵 신촌점,창천동 57-34,3.9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#데이트코스', '#수제맥주', '#피맥', '#제로페이'",
서울 서대문구 연세로4길 1 (우)03777,파리바게뜨 카페신촌점,창천동 18-10,3.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#카카오페이', '#제로페이'",
서울 서대문구 이화여대2길 4 1층 (우)03767,유소바,대현동 45-33,3.9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#혼밥', '#제로페이'",
서울 서대문구 연대동문길 45 1층 (우)03721,로드샌드위치,대신동 84-1,3.9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#배달', '#브런치카페', '#비건푸드', '#앤틱한', '#제로페이'",
서울 서대문구 연세로 23 (우)03788,써브웨이 신촌로데오점,창천동 33-43,3.1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#카카오페이',
서울 서대문구 연세로9길 7 2층 (우)03788,장군닭갈비,창천동 33-17,3.2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#데이트코스', '#점심식사'",
서울 서대문구 연세로5가길 3 3~4층 (우)03789,이자카야류,창천동 57-7,2.3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#룸술집', '#분위기좋은', '#연어무한리필', '#제로페이'",
서울 서대문구 신촌로 87-4 (우)03789,마포만두 신촌직영점,창천동 30-11,3.4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#혼밥',
서울 서대문구 명물길 32 준성빌딩 7층 (우)03777,방탈출ESC,창천동 13-2,3.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#데이트코스', '#방탈출카페', '#이색데이트', '#제로페이'",
서울 서대문구 연세로4길 33 1층 (우)03777,맘맘테이블,창천동 13-13,4.3,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#혼밥',
서울 서대문구 연세로 28 (우)03776,투썸플레이스 신촌연세로점,창천동 31-27,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#카카오페이',
서울 서대문구 신촌역로 31 1층 (우)03777,투썸플레이스 신촌기차역점,대현동 110-1,2.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#카카오페이',
서울 서대문구 연세로7안길 10-4 지하 1층 (우)03788,한신포차 신촌점,창천동 33-18,2.1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 신촌로 87 (우)03789,나뚜루 신촌점,창천동 30-14,3.6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#데이트코스', '#카카오페이'",
서울 서대문구 명물1길 22 (우)03776,고바우생고기전문,창천동 31-17,3.4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#노포', '#카카오페이', '#제로페이'",
서울 서대문구 연세로5다길 5 2층 (우)03789,여우사이,창천동 72-5,3.1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#데이트코스', '#분위기좋은', '#좌식카페', '#포토카페', '#제로페이'",
서울 서대문구 명물길 37 지하1층 (우)03776,놀숲 신촌점,창천동 45-1,2.3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#데이트코스', '#만화카페', '#보드게임카페', '#북카페'",
서울 서대문구 연세로 20 (우)03776,파스쿠찌 신촌연세대점,창천동 9-20,2.4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#카카오페이', '#제로페이'",
서울 서대문구 신촌로 119 신영스카이텔 지하1층 (우)03780,미스터힐링 신촌점,창천동 20-51,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#데이트코스', '#마사지카페', '#보드게임', '#이색카페', '#힐링카페', '#제로페이'",
서울 서대문구 신촌로 121 아남오피스텔 (우)03780,써브웨이 신촌점,창천동 20-41,2.3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#카카오페이', '#제로페이'",
서울 서대문구 성산로22길 4 (우)03727,스시미세기,창천동 91-6,3.9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#데이트코스', '#점심식사', '#혼밥', '#회전초밥', '#제로페이'",
서울 서대문구 연세로 13 현대백화점 유플렉스 11층 (우)03789,보울룸 신촌점,창천동 30-1,3.8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#샐러드카페', '#혼밥'",
서울 서대문구 연세로11길 32 1층 (우)03788,쭈꾸미달인 신촌점,창천동 52-16,4.1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#데이트코스', '#제로페이'",
서울 서대문구 연세로5다길 40 (우)03787,통큰갈비 신촌본점,창천동 62-67,4.5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#무한리필', '#빈티지분위기', '#회식장소', '#제로페이'",
서울 서대문구 신촌로 129 1~2층 (우)03780,스타벅스 신촌아트레온점,창천동 20-25,3.1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#로스팅전문', '#핸드드립전문점', '#카카오페이'",
서울 서대문구 연세로2길 6 1층 (우)03779,빽다방 신촌역점,창천동 18-46,2.6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#카카오페이', '#제로페이'",
서울 서대문구 명물길 4 2층 (우)03777,옐로우스푼 신촌점,창천동 18-62,2.8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#혼밥'",
서울 서대문구 신촌로 87-8 1층 (우)03789,커피크레페 본점,창천동 30-10,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#누텔라', '#디저트카페', '#크레페디저트카페', '#크레페전문카페', '#크레페카페', '#데이트코스', '#카카오페이', '#제로페이'",
서울 서대문구 신촌로 149 신촌자이엘라 B104호 (우)03780,진돈부리,대현동 104-36,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 성산로 551 1층 (우)03721,카페헐리우드 연세대점,대신동 111-14,4.6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#경양식요리', '#제로페이'",
서울 서대문구 신촌로11길 7 1층 (우)03786,추억을굽는가게 신촌점,창천동 112-2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#수제전병', '#제로페이'",
서울 서대문구 연세로7길 23 2층 (우)03789,사케즈키,창천동 57-30,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#신촌맛집', '#신촌술집', '#신촌이자카야', '#신촌포차', '#신촌포차카야', '#카카오페이', '#제로페이'",
서울 서대문구 이화여대5길 15 (우)03766,63프로방스,대현동 56-42,3.8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#혼밥', '#제로페이'",
서울 서대문구 연세로11길 19 (우)03788,빠빠빠치킨 연대본점,창천동 52-35,4.4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 명물길 42 1층 (우)03777,고르드,창천동 5-48,2.6,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#데이트코스', '#디저트카페', '#베이커리카페', '#제로페이'",
서울 서대문구 연세로 20 2층 (우)03776,본죽&비빔밥cafe 신촌점,창천동 9-20,4.3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#죽전문점', '#제로페이'",
