address,name,r_n_address,rate,rate_num,고기,한식,중식,양식,일식,카페,가족식사,친구랑,술자리,밥약,데이트,디저트,혼밥,분위기 있는,가성비,깨끗한,소개팅,뒷풀이,Column2,Column3,Column4,예약가능여부,tags,참고사항
서울 서대문구 연세로 1 (우)03789,세계과자할인점,창천동 30-8,2.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#카카오페이', '#제로페이'",
서울 서대문구 연세로7안길 34-3 (우)03787,마미당1948,창천동 53-96,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#전통음식', '#점심식사', '#점심특선', '#혼밥', '#제로페이'",
서울 서대문구 연세로9길 13 1층 (우)03788,가문의우동,창천동 52-83,4.3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#혼밥', '#제로페이'",
서울 서대문구 연세로12길 19 1층 (우)03776,카페카페,창천동 2-14,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#국민지원금', '#데이트코스', '#로스팅전문', '#제로페이'",
서울 서대문구 연세로 27 (우)03788,공차 신촌연세로점,창천동 33-30,2.4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#카카오페이', '#제로페이'",
서울 서대문구 연세로5길 32 1층 (우)03789,카츠업,창천동 62-4,4.3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#돈까스', '#돈까스맛집', '#신촌돈까스', '#카레', '#서울돈까스', '#경양식요리', '#혼밥', '#제로페이'",
서울 서대문구 연세로5나길 6 1층 (우)03789,신촌 타오마라탕,창천동 57-9,4.9,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#혼밥',
서울 서대문구 연세로4길 36 2~3층 (우)03777,에어플레인모드,창천동 13-36,4.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#루프탑있는', '#보드게임카페', '#비어카페', '#애견동반카페', '#야외테라스', '#칵테일바', '#혼술', '#제로페이'",
서울 서대문구 연세로7길 25 3층 (우)03789,1943 신촌점,창천동 57-31,1.7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'etc',
서울 서대문구 명물길 16 2층 (우)03777,이석덕생면파스타 신촌점,창천동 13-28,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#가성비좋은', '#데이트코스', '#분위기좋은', '#혼밥'",
서울 서대문구 명물길 62 (우)03777,김삼보김치찌개 신촌점,창천동 5-23,3.8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#점심식사', '#혼밥'",
서울 서대문구 이화여대3길 16 성연빌딩 1층 (우)03766,본죽 이대점,대현동 56-49,4.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 연세로 19 지하 1층 (우)03789,육쌈냉면 신촌점,창천동 31-45,1.6,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#혼밥'",
서울 서대문구 연세로 9-5 (우)03789,동해해물탕,창천동 30-24,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#노포',
서울 서대문구 이화여대2길 11 (우)03767,BHC치킨 이대역점,대현동 53-31,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 이화여대7길 30 (우)03766,라화쿵부 이대2호점,대현동 37-3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#혼밥', '#제로페이'",
서울 서대문구 명물1길 2 1층 (우)03776,독립문설렁탕1897,창천동 31-26,2.8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#점심식사', '#혼밥'",
서울 서대문구 연세로11길 35 지하1층 (우)03787,뉴욕11번가 스트리트펍&치킨클럽,창천동 53-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#개별룸', '#뮤직펍', '#분위기좋은', '#새벽술집', '#이국적인', '#친목모임'",
서울 서대문구 이화여대7길 35 1층 (우)03766,베러댄와플 이대점,대현동 37-9,4.3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#무인카페', '#카카오페이', '#제로페이'",
서울 서대문구 이화여대길 57 (우)03766,빵사이에낀과일,대현동 56-125,4.4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#혼밥', '#제로페이'",
서울 서대문구 명물길 50-8 1층 (우)03777,신미불닭발 신촌점,창천동 5-34,4.7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#방문포장', '#배달음식', '#제로페이'",
서울 서대문구 연세로7안길 50 (우)03787,신촌부추곱창,창천동 53-85,4.3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#가성비좋은', '#회식장소', '#제로페이'",
서울 서대문구 연세로2길 25 (우)03779,영심이네 감자탕,창천동 29-20,3.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 연세로 5 1층 (우)03789,할리스 신촌연세로점,창천동 30-7,2.9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#카카오페이',
서울 서대문구 연세로 23 지하 1층 (우)03788,채선당 신촌점,창천동 33-43,1.7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#소개팅', '#점심식사', '#점심특선', '#제로페이'",
서울 서대문구 연세로 35 지하 1층 (우)03788,탐정크루,창천동 33-9,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#데이트코스', '#방탈출카페', '#제로페이'",
서울 서대문구 연세로5다길 14 (우)03789,한울타리,창천동 62-59,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#점심식사', '#친목모임', '#혼밥', '#회식장소', '#제로페이'",
서울 서대문구 이화여대길 20 1층 (우)03767,원즈오운,대현동 54-13,3.7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#베이커리카페', '#브런치카페', '#샌드위치', '#이대맛집', '#이대카페'",
서울 서대문구 신촌로 87-4 1층 (우)03789,논탄토 신촌점,창천동 30-11,3.4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'etc',
서울 서대문구 연세로11길 8 지하 (우)03788,다발,창천동 52-5,3.9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'etc',
서울 서대문구 연세로2길 83 (우)03778,동강참치,대현동 104-39,3.7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#가족모임', '#데이트코스', '#점심식사', '#친목모임', '#회식장소', '#제로페이'",
서울 서대문구 연세로4길 34 (우)03777,BHC치킨 신촌점,창천동 13-37,2.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 신촌로 61-1 (우)03787,족발의품격 신촌점,창천동 72-27,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#점심식사', '#혼밥', '#카카오페이', '#제로페이'",
서울 서대문구 연대동문길 18 공간9빌딩 6층 (우)03721,로프트,대신동 50-3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#데이트코스', '#코스요리', '#제로페이'",
서울 서대문구 연세로9길 28 (우)03788,해신포차,창천동 52-39,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 연세로5길 38 1층 (우)03789,돈우마미,창천동 72-1,3.1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#혼밥', '#제로페이'",
서울 서대문구 이화여대길 72-6 (우)03765,우리집식당,대현동 34-25,4.3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#혼밥', '#제로페이'",
서울 서대문구 이화여대1길 15 1층 (우)03766,한끼마끼,대현동 40-34,4.1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#혼밥', '#제로페이'",
서울 서대문구 연세로9길 10-1 1층 (우)03788,온달집 신촌점,창천동 52-22,3.6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'etc',
서울 서대문구 연세로11길 27 지하1층 (우)03788,꽁술,창천동 52-151,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#세계맥주', '#친목모임', '#제로페이'",
서울 서대문구 명물길 19 경오빌딩 2층 (우)03776,홍콩반점0410 신촌2호점,창천동 31-92,1.5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#카카오페이', '#제로페이'",
서울 서대문구 연세로12길 37-4 (우)03776,초당쌈밥 신촌본점,창천동 2-77,3.1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#제로페이'",
서울 서대문구 이화여대길 26 이화빌딩 지하1층 (우)03767,전골떡볶이 덕미가 이대본점,대현동 54-9,4.2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#비건푸드', '#혼술', '#카카오페이', '#제로페이'",
서울 서대문구 신촌로 83 현대백화점신촌점 10층 (우)03789,탐복,창천동 30-33,4.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#가족모임', '#회식장소'",
서울 서대문구 이화여대2가길 10 (우)03767,카페문,대현동 53-29,3.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 연세로12길 20 1층 (우)03776,연어상회 신촌본점,창천동 46-12,2.6,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#연어무한리필', '#제로페이'",
서울 서대문구 연세로 8-1 버티고타워 5층 (우)03779,캐치카페 신촌,창천동 18-29,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#스터디카페',
서울 서대문구 명물길 16 (우)03777,맘스터치 신촌점,창천동 13-28,1.5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#카카오페이', '#제로페이'",
서울 서대문구 연세로7안길 31 1층 (우)03788,주간,창천동 52-76,4.2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#카카오페이',
서울 서대문구 이화여대길 52-39 1층 (우)03765,소녀방앗간 이화여대점(휴업중),대현동 34-19,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#건강식', '#혼밥', '#제로페이'",
서울 서대문구 이화여대길 59 1층 (우)03766,롯데리아 이대점,대현동 56-2,4.3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#혼밥', '#카카오페이', '#제로페이'",
서울 서대문구 연세로9길 13 지하 (우)03788,양푼이국수 본점,창천동 52-83,4.6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#가성비좋은', '#점심식사', '#혼밥', '#회식장소'",
서울 서대문구 명물길 23 큐비드빌딩 3층 (우)03776,히어로보드게임카페 신촌점,창천동 31-80,4.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#다트', '#데이트코스', '#룸카페', '#보드게임카페', '#실내데이트', '#제로페이'",
서울 서대문구 이화여대길 78 2층 (우)03765,화명당마라탕,대현동 34-35,3.4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#혼밥', '#제로페이'",
서울 서대문구 연세로7길 14 (우)03788,자담치킨 서울신촌본점,창천동 52-51,3.9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#카카오페이', '#제로페이'",
서울 서대문구 연세로12길 32 1층 (우)03776,행복은간장밥 신촌점,창천동 2-22,3.9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#점심식사', '#혼밥', '#제로페이'",
서울 서대문구 신촌역로 22-5 3층 62호 (우)03766,루프탑캠핑,대현동 60-11,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#수제맥주', '#책맥', '#캠핑느낌나는', '#피맥', '#제로페이'",
서울 서대문구 신촌로 109 르메이르타운 103-2~3 (우)03779,뚜레쥬르 카페신촌점,창천동 29-95,1.7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#카카오페이', '#제로페이'",
서울 서대문구 연세로7안길 17 1층 (우)03788,꼼보포차 신촌2호점,창천동 52-56,4.7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#분위기좋은',
서울 서대문구 이화여대길 76 (우)03765,육쌈냉면 이대점,대현동 34-34,3.6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 연세로12길 28 2층 (우)03776,동대문엽기떡볶이 신촌점,창천동 2-19,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 연세로12길 20 지하 1층 (우)03776,씽킹인사이드더박스,창천동 46-12,4.4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#데이트코스', '#분위기좋은', '#소개팅', '#칵테일바', '#혼밥'",
서울 서대문구 연희로 32-1 1층 (우)03784,캘리인더볼,창천동 445,4.1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#데이트코스', '#제로페이'",
서울 서대문구 이화여대길 63 (우)03766,파가니니,대현동 56-51,4.9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#칵테일바', '#제로페이'",
서울 서대문구 연세로9길 28 (우)03788,양푼이주막,창천동 52-39,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 연세로9길 20 (우)03788,송학,창천동 52-31,3.2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#민속주점', '#친목모임', '#제로페이'",
서울 서대문구 연세로7안길 35 2층 (우)03787,서른즈음에,창천동 53-19,3.4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#혼술', '#제로페이'",
서울 서대문구 연세로4길 27 (우)03777,쟁반집8292 신촌점,창천동 13-21,4.7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#분위기좋은'",
서울 서대문구 연세로5다길 22-7 2층 (우)03787,몰리스,창천동 62-21,3.7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#디저트카페', '#수제케이크', '#제로페이'",
서울 서대문구 연대동문길 18 LOFT 1층 (우)03721,옥루몽 신촌본점,대신동 50-3,3.9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 성산로 553 동문빌딩 2층 (우)03721,카페티아라,대신동 111-12,4.8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#보드게임카페', '#혼밥', '#제로페이'",
서울 서대문구 연세로5가길 32 2층 (우)03789,정정아식당 신촌직영점,창천동 57-6,4.4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#점심식사', '#점심특선', '#회식장소', '#제로페이'",
서울 서대문구 연세로7길 20 (우)03788,용용선생 신촌점,창천동 52-61,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'etc',
서울 서대문구 연세로7길 32 1층 (우)03788,하우스라운지,창천동 52-79,3.9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#다트', '#데이트코스', '#분위기좋은', '#수제맥주', '#칵테일바', '#혼술', '#제로페이'",
서울 서대문구 연세로7길 13 (우)03789,일백집서울포차 신촌점,창천동 57-45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 연세로12길 37-3 1층 (우)03776,동학물갈비,창천동 2-37,4.4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#건강식', '#레트로풍', '#민속주점'",
서울 서대문구 신촌역로 14 (우)03766,이코노스시 본점,대현동 101-5,3.2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#점심식사', '#혼밥', '#회전초밥', '#제로페이'",
서울 서대문구 연세로9길 26 지하1층 (우)03788,바코드,창천동 52-38,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#분위기좋은', '#칵테일바', '#혼술', '#제로페이'",
서울 서대문구 명물길 58-8 1층 (우)03777,아비꼬 신촌점,창천동 5-31,2.4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#카카오페이', '#제로페이'",
서울 서대문구 명물1길 18 (우)03776,한옥숯불돼지갈비,창천동 31-19,3.1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#노포',
서울 서대문구 명물길 20 1층 (우)03777,싸움의고수 신촌점,창천동 13-27,2.4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#혼밥', '#제로페이'",
서울 서대문구 명물길 4 1층 (우)03777,프레퍼스,창천동 18-62,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#혼밥',
서울 서대문구 연세로5가길 8-3 2층 (우)03789,1970새마을포차 신촌점,창천동 57-3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 연세로12길 22 2층 (우)03776,카페프루티,창천동 46-2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#공부하기좋은', '#데이트코스', '#스터디룸', '#제로페이'",
서울 서대문구 연세로 13 현대백화점 유플렉스 11층 (우)03789,언플러그드 신촌점,창천동 30-1,4.7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#감성카페', '#데이트코스', '#라이브공연', '#분위기좋은'",
서울 서대문구 연세로11길 35 (우)03787,이자카야류 1호점,창천동 53-80,1.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'etc',
서울 서대문구 연세로7안길 52 (우)03787,고향,창천동 53-83,3.7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 연세로 42-24 2층 (우)03776,유원섬커피,창천동 2-44,3.5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#감성카페', '#제로페이'",
서울 서대문구 연세로9길 29 (우)03788,젊음의행진,창천동 52-144,3.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#레트로풍', '#빈티지분위기', '#카카오페이', '#제로페이'",
서울 서대문구 연세로11길 34 (우)03788,빌리지브루어리,창천동 52-110,4.3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#데이트코스', '#소개팅', '#수제맥주', '#회식장소', '#제로페이'",
서울 서대문구 신촌역로 22-5 신촌박스퀘어 2층 51호 (우)03766,야채를담다,대현동 60-11,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#건강식', '#비건푸드', '#혼밥', '#제로페이'",
서울 서대문구 연세로5길 32 1층 (우)03789,이삭토스트 서울신촌점,창천동 62-4,4.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#혼밥', '#카카오페이', '#제로페이'",
서울 서대문구 신촌로 173-1 1층 (우)03766,배스킨라빈스 이대역점,대현동 40-21,2.6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#카카오페이', '#제로페이'",
서울 서대문구 명물길 42 지하1층 (우)03777,어머니가구워주신 생선구이,창천동 5-48,3.9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#혼밥', '#제로페이'",
서울 서대문구 신촌로 55 (우)03786,꼼생꼼사산꼼장어 신촌점,창천동 112-8,4.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 연세로5가길 8-6 3층 (우)03789,마이턴 보드게임카페,창천동 31-47,4.6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#다트', '#보드게임카페', '#친목모임', '#회식장소', '#제로페이'",
서울 서대문구 연세로5가길 16 (우)03789,신촌이스케이프,창천동 57-52,4.8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#다트', '#데이트코스', '#라운지펍', '#분위기좋은', '#친목모임', '#칵테일바', '#혼술', '#회식장소', '#제로페이'",
서울 서대문구 이화여대길 37 3층 (우)03766,에로스 사주카페,대현동 56-77,3.2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#사주카페',
서울 서대문구 연세로2가길 20 (우)03779,기찻길연탄불생고기,창천동 29-44,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'etc',
서울 서대문구 명물1길 2 (우)03776,별당김치찜,창천동 31-26,3.7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#혼밥',
서울 서대문구 이화여대3길 10 1층 (우)03766,다다,대현동 56-27,3.9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#회식장소', '#제로페이'",
서울 서대문구 이화여대8길 2 (우)03767,파스텔드나따 이대점,대현동 54-1,3.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 연세로5나길 30-6 1~2층 (우)03789,탈리,창천동 57-41,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#빈티지분위기', '#이국적인', '#재즈카페'",
서울 서대문구 연세로11길 24 2층 (우)03788,웨어아위,창천동 52-11,4.9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#데이트코스', '#세계맥주', '#혼술'",
서울 서대문구 신촌역로 43 (우)03777,돈노코돈먹기 이대점,창천동 4-77,4.9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 이화여대7길 20-5 2층 (우)03766,사주카페큐,대현동 37-74,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#데이트코스', '#사주카페', '#제로페이'",
서울 서대문구 연세로2길 6 1층 (우)03779,새마을식당 신촌점,창천동 18-46,2.3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 연세로11길 30 (우)03788,크리스터치킨 신촌점,창천동 52-14,3.7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 신촌로 117 1층 1호 (우)03780,파리바게뜨 신촌2호점,창천동 20-44,3.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#카카오페이', '#제로페이'",
서울 서대문구 명물길 27-15 (우)03776,대명꼬기,창천동 46-6,4.4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 연세로4길 6 (우)03779,강남불백,창천동 18-11,3.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#가성비좋은', '#혼밥', '#카카오페이'",
서울 서대문구 성산로 537 (우)03721,다미칼국수,대신동 90-7,3.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 명물길 14 1~5층 (우)03777,바나프레소 신촌점,창천동 13-29,3.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#데이트코스',
서울 서대문구 연세로4길 6 1층 (우)03779,틈새라면 신촌점,창천동 18-11,4.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#혼밥',
서울 서대문구 연세로 29-1 1층 (우)03788,컴포즈커피 신촌연세대점,창천동 33-19,4.9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'#제로페이',
서울 서대문구 성산로 543 (우)03721,꼬뜨,대신동 90-1,3.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#점심식사', '#제로페이'",
서울 서대문구 명물길 16 2층 (우)03777,키친스별,창천동 13-28,1.7,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#데이트코스', '#분위기좋은', '#이태리가정식', '#혼밥'",
서울 서대문구 연세로7길 20 2층 (우)03788,단골손님 신촌점,창천동 52-61,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'etc',
서울 서대문구 이화여대길 45 1층 (우)03766,장군닭갈비&찜닭,대현동 56-125,3.3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#세계맥주', '#제로페이'",
서울 서대문구 신촌역로 35 (우)03777,이디야커피 신촌기차역점,창천동 4-1,4.7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#카카오페이', '#제로페이'",
서울 서대문구 신촌로 73 2층 (우)03789,피슈마라홍탕 신촌점,창천동 72-14,3.5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#혼밥', '#제로페이'",
서울 서대문구 연세로7길 20 (우)03788,도둑고기 신촌점,창천동 52-61,3.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#제로페이'",
서울 서대문구 명물길 27-23 (우)03776,봉추찜닭 신촌점,창천동 2-32,4.3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#안심식당', '#제로페이'",
서울 서대문구 연세로 50-1 지하1층 (우)03722,파리크라상 연세세브란스점,신촌동 134,2.4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,"'#카카오페이', '#제로페이'",
서울 서대문구 이화여대길 33 1층 (우)03766,바나프레소 이대점,대현동 56-74,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'etc',
서울 서대문구 연세로7안길 22 지하 (우)03788,친구친구,창천동 52-134,3.7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,'etc',
